"","1","10","11","14","15","19","25","28","29","3","33","35","37","38","4","40","41","42","43","5","7","Microglia","Monocyte","Neut","NK Cell","T Cell"
"1",20673,5990,4430,3565,1134,2012,476,2,2,15787,2,2,2,2,11664,2,2,2,2,10604,10028,6800,32855,24387,10349,12007
