"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MTCO1P40",708.170777122567,-1.51148309469233,0.23155888595384,-6.52742428115513,6.69103131466232e-11,4.29452693212743e-07
"RN7SL368P",32.2972569456728,-1.02496130577783,0.276517167887099,-3.70668235035706,0.000209992054200528,0.0364270000327133
"ZNF233",9.02088784397336,-1.04742954302376,0.252040946148407,-4.15579118801994,3.24163789784434e-05,0.00891681967471326
